time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/n_updates,train/entropy_loss,train/std,train/explained_variance,train/policy_gradient_loss,train/loss,train/clip_fraction,train/approx_kl,train/learning_rate,train/value_loss,train/clip_range,eval/mean_reward,eval/mean_ep_length
55000,83,4587520,3.00918564,152.95,224,1115,-4.427094806432724,1.0583370923995972,0.9363795518875122,-0.0026594845128420277,0.0035243071615695953,0.24638671875,0.0001174964,5e-05,0.011140514607541263,0.015,,
,,4600000,,,,1120,-4.427267342805862,1.0585757493972778,0.951082170009613,-0.002997478076140396,-6.571505218744278e-05,0.19076171875,8.404986e-05,5e-05,0.007861677015316672,0.015,3.1950884999999998,142.375
55076,83,4608000,3.196857380000001,159.34,225,,,,,,,,,,,,,
55173,83,4628480,3.9322908600000006,196.75,226,1125,-4.427267074584961,1.0583795309066772,0.9274880886077881,-0.023294048564857804,-0.017135340720415115,0.222724609375,0.000106018175,5e-05,0.008553784348769113,0.015,,
55263,84,4648960,3.0347220900000003,153.48,227,1130,-4.426848899126053,1.058264136314392,0.9356237053871155,-0.02096157205698546,-0.0007369145750999451,0.192548828125,9.541433e-05,5e-05,0.008203743263147772,0.015,,
,,4650000,,,,1135,-4.427780261039734,1.058861255645752,0.9414135813713074,0.0019809960962447804,0.013798614963889122,0.16421875,8.1033926e-05,5e-05,0.00997816602466628,0.015,3.126135125,148.5
55331,84,4669440,3.2181595400000003,160.16,228,,,,,,,,,,,,,
55398,84,4689920,4.04557568,193.98,229,1140,-4.428975304365158,1.059316635131836,0.948400616645813,-0.008017739941133186,0.007679063826799393,0.252021484375,0.00012170749,5e-05,0.008060123455361463,0.015,,
,,4700000,,,,1145,-4.430590045452118,1.0596743822097778,0.9380370378494263,-0.010757529583206632,-0.011399408802390099,0.194423828125,9.316163e-05,5e-05,0.008440774705959483,0.015,2.95993425,154.0
55491,84,4710400,3.1502468400000003,156.74,230,,,,,,,,,,,,,
55581,85,4730880,3.1562298,154.35,231,1150,-4.4306044828891755,1.0595933198928833,0.9317082762718201,-0.00013546462359954604,0.019506223499774933,0.269833984375,0.000129191,5e-05,0.01016142440144904,0.015,,
,,4750000,,,,1155,-4.432979723215103,1.06063973903656,0.9459459781646729,-0.0016660107005009195,0.017814405262470245,0.16921875,9.049497e-05,5e-05,0.007811942067346536,0.015,3.689406625,178.0
55677,85,4751360,2.94098945,148.91,232,,,,,,,,,,,,,
55755,85,4771840,3.248697640000001,163.78,233,1160,-4.434406741857528,1.0612761974334717,0.9546424150466919,0.0057570899822167124,0.025213897228240967,0.14626953125,7.178281e-05,5e-05,0.007782334099756554,0.015,,
55836,85,4792320,3.2811338700000006,156.72,234,1165,-4.436615380048752,1.0619306564331055,0.9473562240600586,-0.007090908541285899,0.009566199034452438,0.204013671875,0.00010139616,5e-05,0.008233836044091732,0.015,,
,,4800000,,,,1170,-4.4342138695716855,1.0605076551437378,0.917621910572052,-0.027441530332434922,-0.012531287968158722,0.1802734375,9.116836e-05,5e-05,0.00837602828280069,0.015,3.7666399999999998,175.0
55904,86,4812800,3.9387381499999994,195.5,235,,,,,,,,,,,,,
55970,86,4833280,3.17953061,155.92,236,1175,-4.433769183158875,1.0608617067337036,0.9295186400413513,-0.009501955057203304,0.001608879305422306,0.210859375,0.00010280595,5e-05,0.009344264033716172,0.015,,
,,4850000,,,,1180,-4.43760533452034,1.0626345872879028,0.9492063522338867,0.004028261492785532,0.011541904881596565,0.339296875,0.00019088,5e-05,0.007647511759423651,0.015,3.322176625,175.375
56041,86,4853760,2.92785318,149.9,237,,,,,,,,,,,,,
56105,86,4874240,3.0559177300000004,151.57,238,1185,-4.4418078136444095,1.0640116930007935,0.9558326005935669,0.008164644790085732,0.01821144111454487,0.17962890625,9.173351e-05,5e-05,0.007554806248517707,0.015,,
56170,87,4894720,3.1291734399999998,157.87,239,1190,-4.443092858791351,1.0643185377120972,0.9353869557380676,0.00014495269046165048,0.019547060132026672,0.16806640625,7.494002e-05,5e-05,0.00920861225866247,0.015,,
,,4900000,,,,1195,-4.4429467117786405,1.0638850927352905,0.9436244964599609,-0.006862613523262553,0.016962990164756775,0.169072265625,7.91246e-05,5e-05,0.008686054874560796,0.015,2.949732125,149.625
56239,87,4915200,3.1111292600000002,155.27,240,,,,,,,,,,,,,
56305,87,4935680,3.1180065699999995,153.68,241,1200,-4.442346898317337,1.0638333559036255,0.9432963132858276,-0.0010067536286078394,0.014455040916800499,0.15953125,7.607632e-05,5e-05,0.008163621482672169,0.015,,
,,4950000,,,,1205,-4.443489105701446,1.0642982721328735,0.9544089436531067,-0.004805518202410894,-0.009276065044105053,0.15349609375,7.4598676e-05,5e-05,0.006164047089405358,0.015,2.336354875,133.875
56372,87,4956160,3.1437414800000005,157.05,242,,,,,,,,,,,,,
56436,88,4976640,3.08895219,153.49,243,1210,-4.444011514186859,1.0644270181655884,0.945025622844696,-0.0057722841632494234,0.00017971638590097427,0.175908203125,8.548819e-05,5e-05,0.007825955696753227,0.015,,
56499,88,4997120,3.4515398199999994,172.11,244,1215,-4.444145733118058,1.0645818710327148,0.942733883857727,-0.007383606090879766,-0.005134863778948784,0.176982421875,8.314742e-05,5e-05,0.008387889676960185,0.015,,
,,5000000,,,,1220,-4.444624515771866,1.0647261142730713,0.9349684119224548,-0.005062606386200059,0.0019458672031760216,0.17212890625,8.011555e-05,5e-05,0.008118682211497799,0.015,2.6645892499999997,147.75
56568,88,5017600,2.99558656,145.61,245,,,,,,,,,,,,,
56632,88,5038080,3.38888955,164.97,246,1225,-4.4449348843097685,1.0647155046463013,0.9527250528335571,-0.004839259601139929,0.0008421391248703003,0.111357421875,5.0409493e-05,1e-05,0.008150837229331956,0.015,,
,,5050000,,,,1230,-4.445173581838608,1.0648747682571411,0.9414705038070679,-0.01923255561865517,0.006473870947957039,0.164951171875,7.612673e-05,1e-05,0.009598839171230793,0.015,3.441840625,160.375
56700,89,5058560,3.9151547599999996,191.07,247,,,,,,,,,,,,,
56764,89,5079040,3.02851353,151.56,248,1235,-4.445665509700775,1.0650814771652222,0.941781759262085,-0.00974300790570851,-0.0005780346691608429,0.161708984375,7.668871e-05,1e-05,0.010769881274318322,0.015,,
56829,89,5099520,3.1274085199999995,158.01,249,1240,-4.446044883728027,1.0651768445968628,0.9351699352264404,-0.005750455050510936,0.0038562584668397903,0.127275390625,5.521368e-05,1e-05,0.01250240509514697,0.015,,
,,5100000,,,,1245,-4.446633706092834,1.0654629468917847,0.9474547505378723,-0.013855794070987032,0.016865981742739677,0.134287109375,5.863999e-05,1e-05,0.010048120920546353,0.015,3.1552233750000003,156.375
56896,89,5120000,4.2416100199999995,211.83,250,,,,,,,,,,,,,
56960,90,5140480,3.27947237,160.65,251,1250,-4.447165871858597,1.065545678138733,0.9261530637741089,-0.01713799130549887,0.002911066636443138,0.166923828125,7.42403e-05,1e-05,0.013388103086035698,0.015,,
,,5150000,,,,1255,-4.447317612171173,1.0655770301818848,0.9367578029632568,-0.013485193685628474,0.0003536641597747803,0.203427734375,8.8843415e-05,1e-05,0.012253948480356484,0.015,2.9675275,150.25
57028,90,5160960,3.11839648,152.3,252,,,,,,,,,,,,,
57090,90,5181440,4.683571799999999,231.26,253,1260,-4.447564790248871,1.065722107887268,0.9527671933174133,-0.018996820105821825,-0.007070288062095642,0.2755078125,0.00012852783,1e-05,0.009053828412434087,0.015,,
,,5200000,,,,1265,-4.447526512145996,1.0655951499938965,0.9508250951766968,-0.009948166063986718,-0.0053610000759363174,0.178701171875,7.723032e-05,1e-05,0.010557409956818446,0.015,3.894626,166.25
57158,91,5201920,3.12188846,154.61,254,,,,,,,,,,,,,
57223,91,5222400,3.7717536900000006,191.51,255,1270,-4.447695205211639,1.0658247470855713,0.9567945003509521,-0.0015955018905515316,0.013019014149904251,0.170517578125,7.2589864e-05,1e-05,0.009578624843852595,0.015,,
57290,91,5242880,2.9834668499999997,150.44,256,1275,-4.4482896101474765,1.0660037994384766,0.9391923546791077,-0.0004616725530650001,0.021651847288012505,0.284970703125,0.0001437857,1e-05,0.014100335747934878,0.015,,
