time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,train/clip_fraction,train/entropy_loss,train/std,train/approx_kl,train/learning_rate,train/value_loss,train/explained_variance,train/loss,train/n_updates,train/policy_gradient_loss,train/clip_range,eval/mean_ep_length,eval/mean_reward
23797,4771840,7.525039329999999,292.81,233,200,0.489462890625,-4.6157987236976625,1.1388643980026245,0.0006772133,5e-05,0.0005271091135728057,0.9989627003669739,-0.003402227535843849,1160,0.0002890969494183082,0.015,,
23873,4792320,7.57132472,295.0,234,200,0.48939453125,-4.618371636867523,1.1401978731155396,0.0006684302,5e-05,0.00041117889941233443,0.9992886781692505,-0.004629423841834068,1165,-0.0007209165798303729,0.015,,
,4800000,,,,,0.5062109375,-4.624575052261353,1.143244743347168,0.0006844009,5e-05,0.0004306825357343769,0.9990819096565247,-0.00238074641674757,1170,0.0011737347393318486,0.015,478.0,11.1441
23954,4812800,7.63544733,298.23,235,200,,,,,,,,,,,,,
24032,4833280,7.59857682,296.48,236,201,0.48970703125,-4.630679905414581,1.1454353332519531,0.0006915253,5e-05,0.0005188094656114117,0.9988825917243958,-0.005270129535347223,1175,0.00020306528527726188,0.015,,
,4850000,,,,,0.49103515625,-4.634237154722213,1.1465073823928833,0.00065682846,5e-05,0.00046422053907008376,0.9990512132644653,-0.0038595511578023434,1180,-0.0008471107137484068,0.015,474.0,11.062414
24117,4853760,7.596738200000001,296.35,237,201,,,,,,,,,,,,,
24191,4874240,7.57519092,295.34,238,201,0.51009765625,-4.637827157974243,1.147627830505371,0.00076107617,5e-05,0.0004208415119865094,0.9992417097091675,-0.004807299003005028,1185,-0.0011604073656053516,0.015,,
24267,4894720,7.58142116,295.64,239,201,0.49802734375,-4.637777417898178,1.1477465629577637,0.000669767,5e-05,0.0004507341060161707,0.9992069602012634,-0.010362418368458748,1190,-0.0033127781694201985,0.015,,
,4900000,,,,,0.495185546875,-4.636893781423569,1.1471501588821411,0.0007144859,5e-05,0.0004658477418706752,0.9990845918655396,-0.007424002978950739,1195,-0.004811011404381133,0.015,483.0,11.235822
24349,4915200,7.627632080000001,297.92,240,201,,,,,,,,,,,,,
24424,4935680,7.627893539999999,297.91,241,202,0.499677734375,-4.635129579305649,1.1468734741210938,0.0007104783,5e-05,0.00046588433920987884,0.9991981387138367,-0.008952014148235321,1200,-0.004649083018593955,0.015,,
,4950000,,,,,0.519287109375,-4.638479143381119,1.14902925491333,0.00086679857,5e-05,0.0005850327954613022,0.99882972240448,-0.005189808551222086,1205,-0.0012193470027887087,0.015,498.0,11.561751
24504,4956160,7.713460359999999,302.22,242,202,,,,,,,,,,,,,
24584,4976640,7.647562280000001,298.89,243,202,0.490390625,-4.64120441198349,1.1493700742721558,0.00063831167,5e-05,0.000301649528046255,0.9995250105857849,-0.009509030729532242,1210,-0.004252242059446871,0.015,,
24662,4997120,7.676917950000001,300.45,244,202,0.504052734375,-4.641293578147888,1.1498851776123047,0.0008768627,5e-05,0.0004581172773032449,0.9992559552192688,-0.0040630800649523735,1215,-0.0022084241546326665,0.015,,
,5000000,,,,,0.4941015625,-4.643513082265854,1.1511985063552856,0.00067790534,5e-05,0.00033176250613905725,0.9994567036628723,-0.006028910633176565,1220,-0.002848740348231331,0.015,494.0,11.45655
24743,5017600,7.672846890000001,300.29,245,202,,,,,,,,,,,,,
24818,5038080,7.6335114299999995,298.36,246,202,0.446083984375,-4.644801821708679,1.1514512300491333,0.0005433431,1e-05,0.00034003369470156033,0.999342679977417,-0.007002904545515776,1225,-0.003848276819480816,0.015,,
,5050000,,,,,0.449443359375,-4.645440782308579,1.1518059968948364,0.00051886274,1e-05,0.0003597948412061669,0.9993828535079956,-0.008543478325009346,1230,-0.002797101327414566,0.015,486.0,11.286561
24903,5058560,7.676419410000001,300.35,247,203,,,,,,,,,,,,,
24980,5079040,7.6942407,301.38,248,203,0.441435546875,-4.646009545326233,1.1520408391952515,0.00064236566,1e-05,0.000299944377366046,0.9994983077049255,-0.008224375545978546,1235,-0.0031661375967087222,0.015,,
25056,5099520,7.657621230000001,299.48,249,203,0.436689453125,-4.646973263025284,1.1526588201522827,0.00055408047,1e-05,0.00027078584003902505,0.9995441436767578,-0.006353989243507385,1240,-0.00268820150726242,0.015,,
,5100000,,,,,0.446484375,-4.6485779821872715,1.1532808542251587,0.00057959213,1e-05,0.0003062600247722003,0.9994836449623108,-0.006280351430177689,1245,-0.0016298593882311252,0.015,483.0,11.212659
25137,5120000,7.6293717700000006,298.04,250,203,,,,,,,,,,,,,
25216,5140480,7.585457019999999,295.99,251,203,0.442138671875,-4.65073890209198,1.1543985605239868,0.0005794155,1e-05,0.00038794130410678917,0.9991360902786255,-0.002538466127589345,1250,-0.0003888145128621545,0.015,,
,5150000,,,,,0.459951171875,-4.6532862651348115,1.1553164720535278,0.0005945436,1e-05,0.0003982468213143875,0.9992516040802002,-0.000971117289736867,1255,0.0010207868764155136,0.015,481.0,11.175928
25302,5160960,7.59557448,296.45,252,203,,,,,,,,,,,,,
25379,5181440,7.62492969,297.99,253,204,0.457705078125,-4.655047783851623,1.1558829545974731,0.0005794881,1e-05,0.0004204033630594495,0.9992324113845825,-0.0027624722570180893,1260,0.0007390389506417705,0.015,,
,5200000,,,,,0.45115234375,-4.656601816415787,1.1566051244735718,0.0005918528,1e-05,0.00042602744564646856,0.9991886615753174,-2.180994488298893e-05,1265,0.0013017834185666288,0.015,483.0,11.211165
25464,5201920,7.55013294,294.18,254,204,,,,,,,,,,,,,
25542,5222400,7.585833719999999,296.01,255,204,0.464443359375,-4.657934156656265,1.1570876836776733,0.00061199034,1e-05,0.0005984260873810854,0.9987920522689819,-0.0022727660834789276,1270,0.002122952981335402,0.015,,
25621,5242880,7.678933429999998,300.81,256,204,0.480234375,-4.65913211107254,1.1575590372085571,0.0006621415,1e-05,0.0003438449906752794,0.9994218945503235,-0.0054109045304358006,1275,-0.0013814064799589688,0.015,,
,5250000,,,,,0.481201171875,-4.660998802185059,1.1585503816604614,0.00063754374,1e-05,0.0002504158993906458,0.9995890855789185,-0.003778104204684496,1280,-0.0009569317077330197,0.015,476.0,11.086131
25707,5263360,7.70542972,302.13,257,204,,,,,,,,,,,,,
25789,5283840,7.685470749999999,301.06,258,204,0.473203125,-4.663702869415284,1.1597291231155396,0.0006707866,1e-05,0.0004004327750953962,0.9992080330848694,-0.003758608130738139,1285,-0.0008211550218948105,0.015,,
,5300000,,,,,0.4602734375,-4.666179341077805,1.1605074405670166,0.00060683803,1e-05,0.00030479849614494013,0.999479353427887,-0.00561533123254776,1290,-0.0015015660411154385,0.015,484.0,11.230215
25877,5304320,7.68462945,300.95,259,204,,,,,,,,,,,,,
25955,5324800,7.671148940000002,300.22,260,205,0.4591796875,-4.668150078058243,1.161403775215149,0.0006174805,1e-05,0.0003325050173225463,0.9993207454681396,-0.004759430885314941,1295,-0.0005381221128845936,0.015,,
26032,5345280,7.61784856,297.72,261,205,0.4748046875,-4.670186047554016,1.1622447967529297,0.0007634747,1e-05,0.0003978697732964065,0.9992696046829224,-0.005748573690652847,1300,-0.0006552684909547679,0.015,,
,5350000,,,,,0.473173828125,-4.672493952512741,1.1632331609725952,0.0006446207,1e-05,0.0006111704375143745,0.9988831281661987,-0.003105649957433343,1305,2.5433834161958656e-05,0.015,476.0,11.064954
26117,5365760,7.5939227900000015,296.71,262,205,,,,,,,,,,,,,
26203,5386240,7.6610876900000004,300.22,263,205,0.476533203125,-4.674284979104995,1.1637344360351562,0.000751866,1e-05,0.0006249408582516481,0.9987539649009705,-0.005962954368442297,1310,-0.0007555486832097813,0.015,,
,5400000,,,,,0.4784765625,-4.675779308080673,1.1644326448440552,0.0006940394,1e-05,0.00032527618281164906,0.9994192123413086,-0.005636672489345074,1315,-0.0019723171177975017,0.015,468.0,10.920057
26364,5406720,7.707674040000001,302.46,264,205,,,,,,,,,,,,,
26510,5427200,7.683860480000001,301.09,265,204,0.467451171875,-4.677170644998551,1.164928674697876,0.00066336495,1e-05,0.00031322124566941057,0.9994665384292603,-0.005611741915345192,1320,-0.001465156921203743,0.015,,
26649,5447680,7.6774740900000005,300.79,266,204,0.467001953125,-4.678761332035065,1.165777564048767,0.0006295194,1e-05,0.0004043603693207842,0.9992623329162598,-0.006366438698023558,1325,0.00022248423048040422,0.015,,
,5450000,,,,,0.4587890625,-4.680563586950302,1.1664365530014038,0.00052071887,1e-05,0.0002754815180014702,0.9995527267456055,-0.0060185883194208145,1330,-0.0010544397374178515,0.015,474.0,11.030735
26793,5468160,7.68653303,301.35,267,204,,,,,,,,,,,,,
26917,5488640,7.61127814,297.52,268,203,0.47140625,-4.6828180599212645,1.167580485343933,0.000713481,1e-05,0.00035472525709337785,0.999366044998169,-0.0035599791444838047,1335,-0.0003314031743684609,0.015,,
,5500000,,,,,0.468125,-4.685362590551376,1.168500304222107,0.0006912236,1e-05,0.0005876508804067271,0.9988903403282166,-0.003416151273995638,1340,1.9134714275423903e-05,0.015,471.0,10.955987
27058,5509120,7.69514175,301.57,269,203,,,,,,,,,,,,,
27184,5529600,7.737221270000001,303.8,270,203,0.4708984375,-4.687081155776977,1.1690806150436401,0.00071973226,1e-05,0.0002945421529511805,0.9995160102844238,-0.0066850692965090275,1345,-0.0017742520443425746,0.015,,
,5550000,,,,,0.495185546875,-4.6891689097881315,1.1701765060424805,0.0007183292,1e-05,0.0003501331733787083,0.9993931651115417,-0.004827618598937988,1350,0.00011053973015805241,0.015,470.0,10.943803
27327,5550080,7.682160410000002,301.01,271,203,,,,,,,,,,,,,
27456,5570560,7.59839734,296.6,272,202,0.480517578125,-4.691691632270813,1.1711392402648926,0.0006778059,1e-05,0.00041250141861382873,0.9992753267288208,-0.006409759167581797,1355,-0.0005975029805904341,0.015,,
27586,5591040,7.62975659,298.32,273,202,0.498359375,-4.694106659889221,1.172224998474121,0.00073682,1e-05,0.0005340022184464033,0.9989469647407532,-0.0035008136183023453,1360,0.00048308979596185965,0.015,,
,5600000,,,,,0.463740234375,-4.6952745449543,1.1722489595413208,0.0006751032,1e-05,0.00044876392144942655,0.9991511702537537,-0.005275726784020662,1365,-0.001390701902582805,0.015,466.0,10.835128
27728,5611520,7.7437743999999995,303.98,274,202,,,,,,,,,,,,,
27865,5632000,7.713401790000001,302.5,275,202,0.46880859375,-4.695475536584854,1.1724152565002441,0.00071434496,1e-05,0.0003766788004213595,0.9993343949317932,-0.006797430105507374,1370,-0.0035107813379727302,0.015,,
,5650000,,,,,0.476171875,-4.696744930744171,1.1732803583145142,0.0006496058,1e-05,0.0003421842422903865,0.9994165897369385,-0.004784032702445984,1375,-0.0012695323417028703,0.015,467.0,10.865861
28003,5652480,7.767532419999998,305.16,276,201,,,,,,,,,,,,,
28134,5672960,7.643261820000001,299.0,277,201,0.478681640625,-4.698620382547379,1.1739593744277954,0.00071288645,1e-05,0.00028174954397400145,0.9995433688163757,-0.005657937377691269,1380,-0.002079179205611581,0.015,,
28280,5693440,7.7029763499999975,302.04,278,201,0.466826171875,-4.700190128087997,1.1746361255645752,0.00061918003,1e-05,0.00042968276855390283,0.9992090463638306,-0.0041731130331754684,1385,-5.369438216803246e-05,0.015,,
,5700000,,,,,0.479501953125,-4.701728703975678,1.1752204895019531,0.0006964146,1e-05,0.00041858641896396875,0.9992117881774902,-0.0015913067618384957,1390,-0.00039621244844965985,0.015,456.0,10.641604
28425,5713920,7.775948039999999,305.65,279,201,,,,,,,,,,,,,
28572,5734400,7.745417940000001,304.34,280,200,0.45982421875,-4.703574814796448,1.1760858297348022,0.0006815631,1e-05,0.0002695457765366882,0.9995517730712891,-0.005122802220284939,1395,-0.0011558948640049494,0.015,,
,5750000,,,,,0.48232421875,-4.705796046257019,1.1770941019058228,0.00073172234,1e-05,0.00027940716372540917,0.9995241761207581,-0.005484544672071934,1400,-0.0009503033833971131,0.015,451.0,10.517831
28746,5754880,7.68651055,301.17,281,200,,,,,,,,,,,,,
28904,5775360,7.73535882,303.66,282,199,0.491064453125,-4.708643896579742,1.1783329248428345,0.00072472694,1e-05,0.0005738360338000348,0.9986417293548584,0.0006558527238667011,1405,0.0012651930646461551,0.015,,
29030,5795840,7.68835057,301.53,283,199,0.496591796875,-4.711372972726822,1.179294466972351,0.0007651948,1e-05,0.00028476036321080757,0.9995405077934265,-0.0036863433197140694,1410,0.0002011561327435629,0.015,,
,5800000,,,,,0.4671875,-4.713963115215302,1.1804859638214111,0.00067322527,1e-05,0.0002825252661932609,0.9995505809783936,-0.00453332019969821,1415,0.0004723032301899366,0.015,444.0,10.41235
29163,5816320,7.6580882599999995,299.81,284,199,,,,,,,,,,,,,
29271,5836800,7.54343386,294.4,285,199,0.4737109375,-4.716345100402832,1.1813029050827026,0.000760706,1e-05,0.0005000918614678085,0.9989916086196899,0.0027259662747383118,1420,0.00115601497454918,0.015,,
,5850000,,,,,0.46916015625,-4.718382476568222,1.182197093963623,0.00066001236,1e-05,0.0006714214307430666,0.9987753033638,-0.000215115025639534,1425,0.001973627704937826,0.015,440.0,10.340677
29381,5857280,7.531281209999999,293.66,286,199,,,,,,,,,,,,,
29479,5877760,7.642934829999999,299.16,287,199,0.470537109375,-4.720011782646179,1.1826082468032837,0.0007503302,1e-05,0.0006823280605021864,0.9987953305244446,0.0019099360797554255,1430,0.0026369496322149644,0.015,,
29579,5898240,7.64605829,299.35,288,199,0.495205078125,-4.72183396935463,1.1837245225906372,0.0006934028,1e-05,0.00046477975527523083,0.999042809009552,-0.0015521409222856164,1435,0.00036759754510057974,0.015,,
,5900000,,,,,0.49396484375,-4.7234176099300385,1.1841416358947754,0.00079306774,1e-05,0.0006585961641030736,0.998690128326416,0.00014859158545732498,1440,-0.000467695268762327,0.015,451.0,10.507172
29681,5918720,7.61044398,297.7,289,199,,,,,,,,,,,,,
29788,5939200,7.720619579999999,303.06,290,199,0.476630859375,-4.724259802103043,1.184414267539978,0.0006980863,1e-05,0.0005893033688334981,0.9988881349563599,-0.0033888628240674734,1445,-0.0003648869288372225,0.015,,
,5950000,,,,,0.47736328125,-4.725258761644364,1.184950828552246,0.00076338457,1e-05,0.0002812542120591388,0.9995163679122925,-0.007326966151595116,1450,-0.003490405781121808,0.015,453.0,10.547057
29914,5959680,7.72623328,303.46,291,199,,,,,,,,,,,,,
30018,5980160,7.68591232,301.34,292,199,0.480712890625,-4.725973415374756,1.1851153373718262,0.00078589923,1e-05,0.0004024082949763397,0.9992926716804504,-0.007019440643489361,1455,-0.0029003239965823013,0.015,,
,6000000,,,,,0.476240234375,-4.726850997209549,1.1855347156524658,0.0006740562,1e-05,0.00026480034379346764,0.9995651245117188,-0.007604248821735382,1460,-0.002754625539564586,0.015,452.0,10.508589
30126,6000640,7.720948049999999,302.95,293,199,,,,,,,,,,,,,
30233,6021120,7.709218100000002,302.47,294,199,0.468115234375,-4.72774604678154,1.1859334707260132,0.000646548,1e-05,0.00030739299869310345,0.9994456171989441,-0.00769167160615325,1465,-0.003079576461968827,0.015,,
30334,6041600,7.753488150000001,304.75,295,199,0.469970703125,-4.729006439447403,1.1867502927780151,0.000624724,1e-05,0.00024091526262054686,0.9996312260627747,-0.0077104526571929455,1470,-0.0026439159030996963,0.015,,
,6050000,,,,,0.48076171875,-4.730679446458817,1.187304139137268,0.0008197449,1e-05,0.00026032700687210307,0.9996002316474915,-0.008362672291696072,1475,-0.0036074084771098567,0.015,440.0,10.304456
30436,6062080,7.729836879999999,303.64,296,199,,,,,,,,,,,,,
30525,6082560,7.7003387199999995,302.45,297,199,0.48865234375,-4.7323479187488555,1.1881656646728516,0.0007445332,1e-05,0.00031186329655611187,0.9994564056396484,-0.004054266028106213,1480,-0.000801798056172629,0.015,,
,6100000,,,,,0.4837890625,-4.73445560336113,1.1891374588012695,0.0007667792,1e-05,0.00032578695958363824,0.9994832277297974,-0.006488231010735035,1485,-0.002180452525808505,0.015,443.0,10.367052
30621,6103040,7.6605187599999995,300.35,298,199,,,,,,,,,,,,,
30710,6123520,7.67093799,300.65,299,199,0.482724609375,-4.7367024266719815,1.189962387084961,0.00069129886,1e-05,0.00027806155761936677,0.9995466470718384,-0.0058168633840978146,1490,-0.0024278034245799065,0.015,,
30799,6144000,7.679942979999998,301.25,300,199,0.482255859375,-4.738818683624268,1.1908961534500122,0.0007265413,1e-05,0.00042045202801091366,0.9992344975471497,-0.0029382635839283466,1495,-0.0015140731179781142,0.015,,
,6150000,,,,,0.4819921875,-4.740711830854416,1.191573977470398,0.0007153858,1e-05,0.0003098226815200178,0.9995217323303223,-0.005029136780649424,1500,-0.0007421621520734334,0.015,434.0,10.214407
30891,6164480,7.6395684500000005,299.14,301,199,,,,,,,,,,,,,
30971,6184960,7.65802904,300.01,302,199,0.484033203125,-4.743056737184524,1.1927374601364136,0.0007531713,1e-05,0.00029535964225942737,0.9995477199554443,-0.0065277619287371635,1505,-0.0005905468517812551,0.015,,
,6200000,,,,,0.489140625,-4.746072007417679,1.1940311193466187,0.0008406977,1e-05,0.0002888628032087581,0.9995386004447937,-0.005488390568643808,1510,-0.001120955525439058,0.015,442.0,10.340613
31057,6205440,7.60282916,297.09,303,199,,,,,,,,,,,,,
31137,6225920,7.60960012,297.56,304,199,0.4807421875,-4.74842106461525,1.1947075128555298,0.00070731656,1e-05,0.0003493830141815124,0.9994437098503113,-0.006631686817854643,1515,-0.000879012608438643,0.015,,
31219,6246400,7.62117847,298.19,305,200,0.488935546875,-4.75031935930252,1.1955515146255493,0.00074167206,1e-05,0.0005142271352451644,0.9987085461616516,-0.007391334977000952,1520,-0.0008142689681699267,0.015,,
,6250000,,,,,0.475859375,-4.75237561583519,1.1965817213058472,0.000797507,1e-05,0.0004994498128507985,0.9991147518157959,-0.005509974434971809,1525,-0.0015486005397178815,0.015,440.0,10.289222
31305,6266880,7.680164649999999,301.15,306,200,,,,,,,,,,,,,
31384,6287360,7.67107839,300.75,307,200,0.487353515625,-4.754900354146957,1.1974655389785767,0.00076530606,1e-05,0.00038373269602743677,0.9992979168891907,-0.004640759434551001,1530,-0.0008522479068778921,0.015,,
,6300000,,,,,0.49263671875,-4.75685827255249,1.1984320878982544,0.000800186,1e-05,0.0007042671578528825,0.9986697435379028,-0.0045072403736412525,1535,0.0003918018007061619,0.015,436.0,10.237971
31525,6307840,7.67201451,300.79,308,200,,,,,,,,,,,,,
31636,6328320,7.70758279,302.6,309,200,0.476103515625,-4.758562114238739,1.1989952325820923,0.0007111093,1e-05,0.00036032268708368064,0.9993293285369873,-0.005997024476528168,1540,-0.00183402234210007,0.015,,
31768,6348800,7.74581469,304.44,310,199,0.497529296875,-4.760053597688675,1.1996374130249023,0.00080956006,1e-05,0.00036295870053436373,0.9993581771850586,-0.003919584676623344,1545,-0.0012194040314898302,0.015,,
,6350000,,,,,0.48251953125,-4.762068982124329,1.200668454170227,0.00075220765,1e-05,0.0004070766703443951,0.9992865324020386,-0.005344719160348177,1550,-0.00169382576856151,0.015,435.0,10.22654
31885,6369280,7.7092732999999996,302.58,311,199,,,,,,,,,,,,,
32009,6389760,7.63836522,299.23,312,199,0.50533203125,-4.765063904523849,1.2018297910690308,0.00074879744,1e-05,0.000556416266335873,0.9988994002342224,-0.003125013317912817,1555,0.0015185164958893438,0.015,,
,6400000,,,,,0.492275390625,-4.767403509616852,1.2026032209396362,0.0008251766,1e-05,0.0006132944269484141,0.9988332986831665,-0.0032385727390646935,1560,-0.0006717166397356778,0.015,433.0,10.184901
32122,6410240,7.68682235,301.58,313,199,,,,,,,,,,,,,
32208,6430720,7.7051731,302.49,314,199,0.5138671875,-4.76953250169754,1.2036393880844116,0.0007935298,1e-05,0.0003511863906896906,0.9994431138038635,-0.005940510891377926,1565,-0.0005566573293799593,0.015,,
,6450000,,,,,0.493359375,-4.772299427986145,1.2049081325531006,0.0007606299,1e-05,0.0005736388482910116,0.9989606738090515,-0.003335034940391779,1570,0.0009285932831517129,0.015,429.0,10.095752
32302,6451200,7.69823104,302.09,315,199,,,,,,,,,,,,,
32391,6471680,7.72526019,303.32,316,199,0.483837890625,-4.775211894512177,1.2058380842208862,0.00069659576,1e-05,0.00047053751161001855,0.999072790145874,-0.00520496629178524,1575,-0.0013671772930138105,0.015,,
32482,6492160,7.708061859999999,302.61,317,199,0.48208984375,-4.776959528923035,1.2065953016281128,0.00073487643,1e-05,0.00029927485666121357,0.999521791934967,-0.006612116936594248,1580,-0.00147553027185495,0.015,,
,6500000,,,,,0.483095703125,-4.778821048736572,1.207361102104187,0.00069264846,1e-05,0.00030296765089588007,0.9995240569114685,-0.005354688502848148,1585,-0.000499874043634918,0.015,426.0,10.051134
32582,6512640,7.731876759999998,303.93,318,199,,,,,,,,,,,,,
32677,6533120,7.785615350000003,306.49,319,199,0.496943359375,-4.781008229255677,1.2082997560501099,0.00082614506,1e-05,0.00026195164438831854,0.999587893486023,-0.006039596162736416,1590,-0.0010753412792655582,0.015,,
,6550000,,,,,0.526396484375,-4.783486475944519,1.2094841003417969,0.0009041029,1e-05,0.0002604998402239289,0.9996074438095093,-0.0053972904570400715,1595,-0.001494135551583895,0.015,431.0,10.156354
32779,6553600,7.67371062,300.82,320,199,,,,,,,,,,,,,
32874,6574080,7.656412410000001,300.16,321,199,0.51416015625,-4.786071873903275,1.2103813886642456,0.0008772764,1e-05,0.0006844577462106826,0.9985049366950989,-0.00419966783374548,1600,0.0003039166757298517,0.015,,
32971,6594560,7.72847724,303.55,322,200,0.510283203125,-4.787964566946029,1.2111403942108154,0.00089468685,1e-05,0.00041018449526745824,0.9992902278900146,-0.005495753139257431,1605,-0.0016677630845333624,0.015,,
,6600000,,,,,0.51478515625,-4.789496809244156,1.211680293083191,0.0008897263,1e-05,0.0006930749500679667,0.9986670613288879,-0.006084756925702095,1610,-0.0021854399903168086,0.015,436.0,10.259449
33076,6615040,7.7087198799999985,302.74,323,199,,,,,,,,,,,,,
33168,6635520,7.764025029999999,305.52,324,200,0.507275390625,-4.790496921539306,1.2120381593704224,0.0008774699,1e-05,0.00047574613206961656,0.998992383480072,-0.002864120528101921,1615,-0.001271248671146168,0.015,,
,6650000,,,,,0.4898828125,-4.791672240495682,1.2125715017318726,0.0007284257,1e-05,0.00039129654320277043,0.9992842078208923,-0.005956302396953106,1620,-0.002480557186754595,0.015,434.0,10.211759
33274,6656000,7.823802610000002,308.35,325,200,,,,,,,,,,,,,
33367,6676480,7.774286410000001,305.92,326,200,0.4857421875,-4.793122341632843,1.2133601903915405,0.00075295725,1e-05,0.00025622677439969267,0.9995781183242798,-0.007304883562028408,1625,-0.0026792680391372415,0.015,,
33460,6696960,7.80410468,307.37,327,200,0.490927734375,-4.794851531982422,1.2141218185424805,0.0007595512,1e-05,0.00030605481359089024,0.9994906783103943,-0.005646181292831898,1630,-0.0012882454917416907,0.015,,
,6700000,,,,,0.49533203125,-4.7969663679599766,1.215113878250122,0.0008675809,1e-05,0.0003224340321321506,0.9994803667068481,-0.005999239161610603,1635,-0.001555809882684116,0.015,416.0,9.87792
33573,6717440,7.733533110000001,304.14,328,200,,,,,,,,,,,,,
33668,6737920,7.7284676999999995,303.62,329,200,0.496279296875,-4.799887015819549,1.21652090549469,0.000941151,1e-05,0.00039317557817412306,0.9991241693496704,-0.004039273131638765,1640,0.0005047646116599935,0.015,,
,6750000,,,,,0.49802734375,-4.802901610136032,1.217542290687561,0.00082117226,1e-05,0.0003898444395963452,0.9992391467094421,-0.0063841743394732475,1645,0.00011321912139464984,0.015,428.0,10.102306
33768,6758400,7.7821777899999995,306.35,330,200,,,,,,,,,,,,,
33866,6778880,7.7000373500000014,302.31,331,200,0.499853515625,-4.805476135015487,1.2187209129333496,0.0008761487,1e-05,0.0003723991820515948,0.9993191361427307,-0.0030085390899330378,1650,0.0007884188177195028,0.015,,
33958,6799360,7.6892023499999995,301.77,332,200,0.511806640625,-4.808407763242721,1.2198615074157715,0.0009157397,1e-05,0.00044817953606980155,0.9992284178733826,-0.0012201662175357342,1655,0.0014270979811772122,0.015,,
,6800000,,,,,0.519375,-4.811963518857956,1.2216349840164185,0.0009069109,1e-05,0.000545770598873787,0.99881911277771,-0.004534582607448101,1660,0.001764798410167714,0.015,403.0,9.625128
34057,6819840,7.769843150000002,305.84,333,200,,,,,,,,,,,,,
34157,6840320,7.683878140000001,301.73,334,200,0.49625,-4.814918483495712,1.2223931550979614,0.0008580911,1e-05,0.0003153853153708042,0.9994513392448425,-0.003526055719703436,1665,4.712821755674668e-06,0.015,,
,6850000,,,,,0.49845703125,-4.8168549370765685,1.2233200073242188,0.000789201,1e-05,0.0005097627702343743,0.9990139007568359,0.0011694260174408555,1670,0.0015750587972797802,0.015,407.0,9.700821
34256,6860800,7.672658139999999,300.96,335,200,,,,,,,,,,,,,
34347,6881280,7.662109640000001,300.46,336,200,0.502744140625,-4.818937430381775,1.2242697477340698,0.0008196573,1e-05,0.000510130343864148,0.9989979267120361,-0.0058863116428256035,1675,0.0003482806393731153,0.015,,
,6900000,,,,,0.503544921875,-4.820692477226257,1.2249565124511719,0.0008216379,1e-05,0.0004172455711886869,0.9992886781692505,-0.003476463258266449,1680,0.00045213685162707405,0.015,441.0,10.32014
34448,6901760,7.70849346,302.87,337,200,,,,,,,,,,,,,
34544,6922240,7.739091309999999,304.31,338,200,0.500908203125,-4.822945857048035,1.2259958982467651,0.00076455344,1e-05,0.00028018213852192274,0.999569833278656,-0.005368921440094709,1685,-0.0003409657583006265,0.015,,
34638,6942720,7.66481833,300.63,339,200,0.507666015625,-4.824895898103714,1.226693034172058,0.00085424597,1e-05,0.00031365056533104506,0.9995056390762329,-0.002980921883136034,1690,-7.21013503971335e-05,0.015,,
,6950000,,,,,0.52951171875,-4.827324435710907,1.2278642654418945,0.0009161586,1e-05,0.0007880604915044386,0.9980044960975647,-0.0023644918110221624,1695,0.0024681482489359043,0.015,408.0,9.72179
34742,6963200,7.74837225,304.88,340,200,,,,,,,,,,,,,
34840,6983680,7.67012638,300.97,341,200,0.504462890625,-4.829460555315018,1.2287139892578125,0.00078682264,1e-05,0.00047898648506816243,0.9990463852882385,-0.004411055240780115,1700,-5.7539151384844445e-05,0.015,,
,7000000,,,,,0.514619140625,-4.8313028538227085,1.2293872833251953,0.00082376704,1e-05,0.0007073127742478391,0.9984776973724365,-0.0027617879677563906,1705,0.0008711945061713778,0.015,411.0,9.789668
34942,7004160,7.739992279999999,304.62,342,200,,,,,,,,,,,,,
35038,7024640,7.7764335,306.31,343,200,0.49982421875,-4.832972387075424,1.230061650276184,0.0008108934,1e-05,0.00041387766712432496,0.9991751909255981,-0.004475467838346958,1710,-0.00027855553345943916,0.015,,
35135,7045120,7.776824190000001,306.4,344,200,0.509775390625,-4.834288438558579,1.2305372953414917,0.000967169,1e-05,0.0005245121671759989,0.9990414381027222,-0.005320269148796797,1715,5.058364060460008e-05,0.015,,
,7050000,,,,,0.508115234375,-4.836164371967316,1.2315806150436401,0.0008411555,1e-05,0.0002975394506574958,0.9994727969169617,-0.005981062538921833,1720,0.00023734989001695795,0.015,413.0,9.820894
35239,7065600,7.752061379999999,305.14,345,200,,,,,,,,,,,,,
35339,7086080,7.740348730000001,304.33,346,200,0.50931640625,-4.839157679080963,1.233109474182129,0.0008411427,1e-05,0.0003081817570637213,0.9995271563529968,-0.0027635334990918636,1725,0.00026285798347998936,0.015,,
,7100000,,,,,0.5321875,-4.8421927309036255,1.234343409538269,0.0009234218,1e-05,0.0006996369948319625,0.9983354210853577,-0.002147854771465063,1730,0.0019245554585722857,0.015,417.0,9.910423
35451,7106560,7.7458655,304.65,347,200,,,,,,,,,,,,,
35541,7127040,7.753041320000001,305.22,348,200,0.51994140625,-4.845762938261032,1.2359031438827515,0.00085480156,1e-05,0.0006083904742263257,0.9988303780555725,-0.001622548559680581,1735,0.0013650994773524872,0.015,,
